Perturbation	Cell Count	Rank	geneName
RPE1_essential	26	4	EEF1A1
201218_RNA	145	1	NEUROD4
210322_TFAtlas	50	2	NEUROD4
k562_tfs_highmoi	3847	1	NR2C2
k562_tfs_7	1722	2	NR2C2
k562_tfs_13	973	3	NR2C2
210322_TFAtlas	474	4	NR2C2
K562_GW	121	5	NR2C2
sciPlex3_MCF7_0.01μM	584	1	Baricitinib
sciPlex3_MCF7_1μM	520	2	Baricitinib
sciPlex3_MCF7_10μM	398	3	Baricitinib
sciPlex3_MCF7_0.1μM	326	4	Baricitinib
sciPlex3_K562_1μM	284	5	Baricitinib
sciPlex3_K562_0.01μM	264	6	Baricitinib
sciPlex3_K562_10μM	260	7	Baricitinib
sciPlex3_K562_0.1μM	256	8	Baricitinib
sciPlex3_A549_0.01μM	234	9	Baricitinib
sciPlex3_A549_0.1μM	231	10	Baricitinib
sciPlex3_A549_10μM	120	11	Baricitinib
sciPlex3_A549_1μM	102	12	Baricitinib
210322_TFAtlas	90	1	ZNF276
K562_GW	70	2	ZNF276
sciPlex3_MCF7_1μM	405	1	Carmofur
sciPlex3_MCF7_0.01μM	357	2	Carmofur
sciPlex3_MCF7_0.1μM	351	3	Carmofur
sciPlex3_K562_1μM	301	4	Carmofur
sciPlex3_MCF7_10μM	291	5	Carmofur
sciPlex3_K562_10μM	274	6	Carmofur
sciPlex3_K562_0.01μM	268	7	Carmofur
sciPlex3_K562_0.1μM	255	8	Carmofur
sciPlex3_A549_1μM	207	9	Carmofur
sciPlex3_A549_0.1μM	173	10	Carmofur
sciPlex3_A549_0.01μM	139	11	Carmofur
sciPlex3_A549_10μM	108	12	Carmofur
210322_TFAtlas	249	1	THAP1
CRISPRi	135	2	THAP1
RPE1_essential	117	3	THAP1
K562_GW	100	4	THAP1
K562_essential	86	5	THAP1
K562_GW	343	1	MXD3
210322_TFAtlas	293	2	MXD3
K562_GW	151	1	RFX2
210322_TFAtlas	38	2	RFX2
Perturb-CITE-seq	427	1	MT2A
K562_GW	290	2	MT2A
K562_essential	112	3	MT2A
RPE1_essential	58	4	MT2A
K562_essential	207	1	RPL18
K562_GW	148	2	RPL18
exp7	129	3	RPL18
RPE1_essential	57	4	RPL18
210322_TFAtlas	1000	1	MYOD1
extend_61	112	2	MYOD1
210322_TFAtlas	407	1	ZNF384
K562_GW	128	2	ZNF384
210322_TFAtlas	1081	1	ZNF426
K562_GW	198	2	ZNF426
210322_TFAtlas	286	1	ZNF160
K562_GW	218	2	ZNF160
sciPlex3_MCF7_10μM	439	1	Prednisone
sciPlex3_MCF7_0.01μM	425	2	Prednisone
sciPlex3_MCF7_0.1μM	410	3	Prednisone
sciPlex3_K562_1μM	273	4	Prednisone
sciPlex3_MCF7_1μM	257	5	Prednisone
sciPlex3_K562_10μM	256	6	Prednisone
sciPlex3_K562_0.01μM	253	7	Prednisone
sciPlex3_K562_0.1μM	246	8	Prednisone
sciPlex3_A549_0.1μM	243	9	Prednisone
sciPlex3_A549_1μM	242	10	Prednisone
sciPlex3_A549_0.01μM	209	11	Prednisone
sciPlex3_A549_10μM	191	12	Prednisone
K562_GW	224	1	ZNF281
210322_TFAtlas	198	2	ZNF281
Perturb-CITE-seq	601	1	PFDN4
K562_GW	125	2	PFDN4
RPE1_essential	81	3	PFDN4
K562_essential	25	4	PFDN4
exp8	1379	1	HSPA9
exp7	734	2	HSPA9
UPR_Perturb_seq	677	3	HSPA9
K562_essential	347	4	HSPA9
CRISPRi	153	5	HSPA9
K562_GW	150	6	HSPA9
RPE1_essential	100	7	HSPA9
exp6	30	8	HSPA9
sciPlex3_MCF7_0.01μM	474	1	Lapatinib-GW-572016-Ditosylate
sciPlex3_K562_0.01μM	285	2	Lapatinib-GW-572016-Ditosylate
sciPlex3_A549_0.01μM	280	3	Lapatinib-GW-572016-Ditosylate
sciPlex3_K562_0.1μM	273	4	Lapatinib-GW-572016-Ditosylate
sciPlex3_A549_0.1μM	270	5	Lapatinib-GW-572016-Ditosylate
sciPlex3_MCF7_0.1μM	251	6	Lapatinib-GW-572016-Ditosylate
sciPlex3_A549_1μM	239	7	Lapatinib-GW-572016-Ditosylate
sciPlex3_K562_1μM	207	8	Lapatinib-GW-572016-Ditosylate
sciPlex3_K562_10μM	202	9	Lapatinib-GW-572016-Ditosylate
sciPlex3_MCF7_1μM	191	10	Lapatinib-GW-572016-Ditosylate
sciPlex3_MCF7_10μM	173	11	Lapatinib-GW-572016-Ditosylate
sciPlex3_A549_10μM	79	12	Lapatinib-GW-572016-Ditosylate
210322_TFAtlas	5000	1	HMGA2
CRISPRa	216	2	HMGA2
K562_GW	121	1	CTBP1
210322_TFAtlas	111	2	CTBP1
K562_GW	164	1	PPARA
210322_TFAtlas	59	2	PPARA
UPR_Perturb_seq	481	1	TELO2
exp1-5	172	2	TELO2
K562_GW	73	3	TELO2
K562_essential	59	4	TELO2
RPE1_essential	43	5	TELO2
sciPlex3_MCF7_0.01μM	459	1	Dacinostat
sciPlex3_MCF7_10μM	449	2	Dacinostat
sciPlex3_A549_0.1μM	389	3	Dacinostat
sciPlex3_A549_0.01μM	370	4	Dacinostat
sciPlex3_MCF7_1μM	355	5	Dacinostat
sciPlex3_MCF7_0.1μM	351	6	Dacinostat
sciPlex3_A549_1μM	172	7	Dacinostat
sciPlex3_K562_0.01μM	139	8	Dacinostat
sciPlex3_A549_10μM	124	9	Dacinostat
sciPlex3_K562_0.1μM	105	10	Dacinostat
sciPlex3_K562_1μM	100	11	Dacinostat
sciPlex3_K562_10μM	83	12	Dacinostat
iPSC	979	1	UQCRQ
day7neuron	216	2	UQCRQ
K562_GW	155	3	UQCRQ
K562_essential	120	4	UQCRQ
RPE1_essential	61	5	UQCRQ
K562_GW	239	1	IKZF5
210322_TFAtlas	113	2	IKZF5
210322_TFAtlas	195	1	ZNF146
K562_GW	50	2	ZNF146
K562_GW	41	1	ZNF708
210322_TFAtlas	30	2	ZNF708
Perturb-CITE-seq	546	1	KLF4
201218_RNA	474	2	KLF4
210322_TFAtlas	325	3	KLF4
extend_61	310	4	KLF4
Driver_sub_lib	39	5	KLF4
K562_GW	230	1	ZBTB44
210322_TFAtlas	168	2	ZBTB44
201218_RNA	151	3	ZBTB44
RPE1_essential	69	4	ZBTB44
210322_TFAtlas	126	1	ZKSCAN8
K562_GW	84	2	ZKSCAN8
210322_TFAtlas	1247	1	PAX2
201218_RNA	795	2	PAX2
210322_TFAtlas	2704	1	CHURC1
K562_GW	304	2	CHURC1
Perturb-CITE-seq	642	1	CHCHD2
exp7	366	2	CHCHD2
K562_GW	163	3	CHCHD2
RPE1_essential	94	4	CHCHD2
K562_essential	90	5	CHCHD2
210322_TFAtlas	226	1	TAF7
K562_GW	88	2	TAF7
K562_essential	80	3	TAF7
RPE1_essential	40	4	TAF7
210322_TFAtlas	166	1	ELF3
PRJNA524331	91	2	ELF3
K562_GW	331	1	KLF9
210322_TFAtlas	64	2	KLF9
sciPlex3_MCF7_0.01μM	466	1	Lenalidomide
sciPlex3_MCF7_10μM	447	2	Lenalidomide
sciPlex3_MCF7_0.1μM	319	3	Lenalidomide
sciPlex3_MCF7_1μM	319	4	Lenalidomide
sciPlex3_K562_10μM	275	5	Lenalidomide
sciPlex3_K562_1μM	251	6	Lenalidomide
sciPlex3_K562_0.01μM	246	7	Lenalidomide
sciPlex3_A549_0.01μM	243	8	Lenalidomide
sciPlex3_K562_0.1μM	236	9	Lenalidomide
sciPlex3_A549_10μM	175	10	Lenalidomide
sciPlex3_A549_0.1μM	136	11	Lenalidomide
sciPlex3_A549_1μM	54	12	Lenalidomide
210322_TFAtlas	476	1	SKP2
K562_GW	192	2	SKP2
K562_essential	112	3	SKP2
RPE1_essential	27	4	SKP2
210322_TFAtlas	920	1	DRAP1
K562_GW	316	2	DRAP1
K562_essential	143	3	DRAP1
RPE1_essential	135	4	DRAP1
REDESIGN	1672	1	OXR1
WTX_DIFFEX	1581	2	OXR1
TAP_DIFFEX	1144	3	OXR1
L1000	702	4	OXR1
K562_GW	162	5	OXR1
K562_essential	152	1	SCFD1
CRISPRi	133	2	SCFD1
K562_GW	118	3	SCFD1
RPE1_essential	60	4	SCFD1
sciPlex3_MCF7_1μM	584	1	Ellagic-acid
sciPlex3_MCF7_0.01μM	517	2	Ellagic-acid
sciPlex3_A549_1μM	494	3	Ellagic-acid
sciPlex3_MCF7_0.1μM	477	4	Ellagic-acid
sciPlex3_A549_10μM	474	5	Ellagic-acid
sciPlex3_A549_0.1μM	385	6	Ellagic-acid
sciPlex3_MCF7_10μM	282	7	Ellagic-acid
sciPlex3_K562_10μM	277	8	Ellagic-acid
sciPlex3_K562_0.1μM	233	9	Ellagic-acid
sciPlex3_K562_0.01μM	208	10	Ellagic-acid
sciPlex3_K562_1μM	208	11	Ellagic-acid
sciPlex3_A549_0.01μM	200	12	Ellagic-acid
D2S	380	1	CD5
D1S	303	2	CD5
D1N	197	3	CD5
D2N	191	4	CD5
210322_TFAtlas	233	1	ILF3
K562_GW	173	2	ILF3
K562_essential	121	3	ILF3
RPE1_essential	26	4	ILF3
sciPlex3_MCF7_0.1μM	480	1	Ramelteon
sciPlex3_MCF7_10μM	420	2	Ramelteon
sciPlex3_MCF7_0.01μM	397	3	Ramelteon
sciPlex3_MCF7_1μM	385	4	Ramelteon
sciPlex3_A549_0.1μM	316	5	Ramelteon
sciPlex3_K562_1μM	281	6	Ramelteon
sciPlex3_A549_1μM	280	7	Ramelteon
sciPlex3_K562_10μM	277	8	Ramelteon
sciPlex3_K562_0.1μM	271	9	Ramelteon
sciPlex3_K562_0.01μM	254	10	Ramelteon
sciPlex3_A549_0.01μM	246	11	Ramelteon
sciPlex3_A549_10μM	157	12	Ramelteon
K562_GW	247	1	ZNF451
210322_TFAtlas	32	2	ZNF451
201218_RNA	254	1	ATOH1
210322_TFAtlas	30	2	ATOH1
PRJNA551220	2380	1	TGFBR2
invitro_TGFB	772	2	TGFBR2
invitro_Stim	635	3	TGFBR2
invivo	265	4	TGFBR2
CRISPRi	180	1	COX10
RPE1_essential	154	2	COX10
K562_GW	126	3	COX10
K562_essential	75	4	COX10
sciPlex3_MCF7_0.01μM	479	1	Mesna
sciPlex3_MCF7_0.1μM	452	2	Mesna
sciPlex3_MCF7_1μM	318	3	Mesna
sciPlex3_K562_10μM	287	4	Mesna
sciPlex3_K562_1μM	285	5	Mesna
sciPlex3_K562_0.1μM	282	6	Mesna
sciPlex3_K562_0.01μM	248	7	Mesna
sciPlex3_A549_10μM	244	8	Mesna
sciPlex3_A549_0.01μM	234	9	Mesna
sciPlex3_A549_0.1μM	224	10	Mesna
sciPlex3_MCF7_10μM	213	11	Mesna
sciPlex3_A549_1μM	180	12	Mesna
201218_RNA	2000	1	TCF21
210322_TFAtlas	233	2	TCF21
exp8	492	1	HSPD1
exp7	373	2	HSPD1
K562_GW	214	3	HSPD1
K562_essential	145	4	HSPD1
RPE1_essential	31	5	HSPD1
RPE1_essential	111	1	THAP11
K562_GW	83	2	THAP11
K562_essential	35	3	THAP11
210322_TFAtlas	30	4	THAP11
Pre_inject	416	1	PTEN
Driver_lib	326	2	PTEN
Driver_sub_lib	320	3	PTEN
PRJNA595864	310	4	PTEN
Mock	271	5	PTEN
sample1-18	267	6	PTEN
Dox	228	7	PTEN
RPE1_essential	198	8	PTEN
K562_GW	169	9	PTEN
210322_TFAtlas	197	1	NR1D2
K562_GW	103	2	NR1D2
UPR_Perturb_seq	520	1	FARSB
K562_GW	84	2	FARSB
K562_essential	83	3	FARSB
RPE1_essential	29	4	FARSB
CRISPRi_perturb_host	202	1	TRAPPC11
RPE1_essential	177	2	TRAPPC11
K562_essential	110	3	TRAPPC11
K562_GW	80	4	TRAPPC11
UPR_Perturb_seq	374	1	TTI2
exp1-5	168	2	TTI2
K562_GW	75	3	TTI2
K562_essential	27	4	TTI2
201218_RNA	681	1	HNF4G
210322_TFAtlas	625	2	HNF4G
210322_TFAtlas	1051	1	TARBP2
K562_GW	92	2	TARBP2
screen-repool-matrices	129	1	GATA6
screen-matrices	81	2	GATA6
PRJNA524331	74	3	GATA6
extend_61	35	4	GATA6
extend_61	62	1	SOX10
210322_TFAtlas	60	2	SOX10
210322_TFAtlas	1227	1	RNF138
K562_GW	299	2	RNF138
D2S	295	1	MEF2D
D1S	274	2	MEF2D
D1N	233	3	MEF2D
D2N	221	4	MEF2D
210322_TFAtlas	85	5	MEF2D
210322_TFAtlas	1200	1	RFXANK
K562_GW	133	2	RFXANK
extend_61	72	1	SPIC
210322_TFAtlas	65	2	SPIC
K562_GW	325	1	SETX
CRISPRi	116	2	SETX
RPE1_essential	109	3	SETX
CRISPRa	92	4	SETX
K562_GW	248	1	ZNF561
210322_TFAtlas	59	2	ZNF561
210322_TFAtlas	35	1	ZNF567
K562_GW	30	2	ZNF567
K562_GW	246	1	DHODH
RPE1_essential	184	2	DHODH
K562_essential	110	3	DHODH
Jurkat_TCR	29	4	DHODH
210322_TFAtlas	465	1	ZNF493
K562_GW	264	2	ZNF493
sciPlex3_MCF7_0.1μM	431	1	GSK1070916
sciPlex3_MCF7_10μM	247	2	GSK1070916
sciPlex3_MCF7_1μM	238	3	GSK1070916
sciPlex3_K562_0.01μM	203	4	GSK1070916
sciPlex3_MCF7_0.01μM	203	5	GSK1070916
sciPlex3_K562_0.1μM	166	6	GSK1070916
sciPlex3_K562_1μM	163	7	GSK1070916
sciPlex3_A549_10μM	121	8	GSK1070916
sciPlex3_K562_10μM	119	9	GSK1070916
sciPlex3_A549_0.1μM	118	10	GSK1070916
sciPlex3_A549_1μM	105	11	GSK1070916
sciPlex3_A549_0.01μM	99	12	GSK1070916
sciPlex3_MCF7_0.01μM	569	1	Ki8751
sciPlex3_MCF7_0.1μM	543	2	Ki8751
sciPlex3_MCF7_10μM	346	3	Ki8751
sciPlex3_A549_0.01μM	311	4	Ki8751
sciPlex3_K562_1μM	246	5	Ki8751
sciPlex3_A549_0.1μM	244	6	Ki8751
sciPlex3_K562_0.1μM	233	7	Ki8751
sciPlex3_A549_1μM	232	8	Ki8751
sciPlex3_K562_0.01μM	225	9	Ki8751
sciPlex3_A549_10μM	127	10	Ki8751
sciPlex3_K562_10μM	124	11	Ki8751
sciPlex3_MCF7_1μM	91	12	Ki8751
K562_GW	163	1	TULP4
210322_TFAtlas	90	2	TULP4
210322_TFAtlas	1026	1	ZNF74
K562_GW	223	2	ZNF74
sciPlex3_A549_0.01μM	499	1	Azacitidine
sciPlex3_MCF7_0.01μM	492	2	Azacitidine
sciPlex3_MCF7_1μM	485	3	Azacitidine
sciPlex3_A549_10μM	434	4	Azacitidine
sciPlex3_A549_0.1μM	421	5	Azacitidine
sciPlex3_A549_1μM	421	6	Azacitidine
sciPlex3_MCF7_10μM	306	7	Azacitidine
sciPlex3_K562_0.01μM	263	8	Azacitidine
sciPlex3_K562_0.1μM	215	9	Azacitidine
sciPlex3_MCF7_0.1μM	204	10	Azacitidine
sciPlex3_K562_10μM	172	11	Azacitidine
sciPlex3_K562_1μM	128	12	Azacitidine
sciPlex3_MCF7_0.1μM	557	1	Cyclocytidine-HCl
sciPlex3_MCF7_1μM	399	2	Cyclocytidine-HCl
sciPlex3_MCF7_0.01μM	375	3	Cyclocytidine-HCl
sciPlex3_A549_0.01μM	231	4	Cyclocytidine-HCl
sciPlex3_A549_0.1μM	176	5	Cyclocytidine-HCl
sciPlex3_K562_10μM	166	6	Cyclocytidine-HCl
sciPlex3_K562_0.1μM	165	7	Cyclocytidine-HCl
sciPlex3_K562_1μM	152	8	Cyclocytidine-HCl
sciPlex3_K562_0.01μM	149	9	Cyclocytidine-HCl
sciPlex3_MCF7_10μM	134	10	Cyclocytidine-HCl
sciPlex3_A549_1μM	115	11	Cyclocytidine-HCl
sciPlex3_A549_10μM	104	12	Cyclocytidine-HCl
exp6	1809	1	SREBF2
exp10	415	2	SREBF2
exp9	371	3	SREBF2
K562_GW	128	4	SREBF2
stimulated	380	1	NFAT5
unstimulated	188	2	NFAT5
Jurkat_TCR	97	3	NFAT5
K562_GW	80	4	NFAT5
exp7	850	1	TOMM20
K562_GW	182	2	TOMM20
K562_essential	85	3	TOMM20
RPE1_essential	47	4	TOMM20
K562_GW	151	1	MBD2
210322_TFAtlas	105	2	MBD2
PRJNA551220	698	1	MEIS1
210322_TFAtlas	545	2	MEIS1
210322_TFAtlas	275	1	MYOG
screen-repool-matrices	258	2	MYOG
extend_61	194	3	MYOG
screen-matrices	149	4	MYOG
201218_RNA	993	1	LHX3
210322_TFAtlas	713	2	LHX3
pilot_14	312	3	LHX3
extend_61	76	4	LHX3
CRISPRi_perturb_host	293	1	UNC50
K562_essential	83	2	UNC50
K562_GW	73	3	UNC50
RPE1_essential	23	4	UNC50
210322_TFAtlas	263	1	NFYB
PRJNA524331	84	2	NFYB
RPE1_essential	71	3	NFYB
ORF_screen	56	4	NFYB
K562_GW	56	5	NFYB
sciPlex3_A549_0.01μM	480	1	Ruxolitinib
sciPlex3_A549_1μM	479	2	Ruxolitinib
sciPlex3_MCF7_10μM	423	3	Ruxolitinib
sciPlex3_A549_10μM	408	4	Ruxolitinib
sciPlex3_A549_0.1μM	405	5	Ruxolitinib
sciPlex3_MCF7_0.01μM	378	6	Ruxolitinib
sciPlex3_MCF7_1μM	349	7	Ruxolitinib
sciPlex3_K562_10μM	264	8	Ruxolitinib
sciPlex3_MCF7_0.1μM	263	9	Ruxolitinib
sciPlex3_K562_0.01μM	232	10	Ruxolitinib
sciPlex3_K562_0.1μM	231	11	Ruxolitinib
sciPlex3_K562_1μM	205	12	Ruxolitinib
210322_TFAtlas	649	1	TP73
PRJNA551220	165	2	TP73
UPR_Perturb_seq	228	1	TMED10
exp1-5	188	2	TMED10
K562_GW	186	3	TMED10
RPE1_essential	169	4	TMED10
Perturb-CITE-seq	104	5	TMED10
210322_TFAtlas	203	1	THAP4
K562_GW	42	2	THAP4
ECCITE	548	1	SMAD4
Perturb-CITE-seq	265	2	SMAD4
K562_GW	161	3	SMAD4
PRJNA524331	105	4	SMAD4
WTX_DIFFEX	625	1	GATA1
REDESIGN	613	2	GATA1
L1000	384	3	GATA1
TAP_DIFFEX	276	4	GATA1
exp7	269	5	GATA1
extend_61	234	6	GATA1
K562_essential	97	7	GATA1
210322_TFAtlas	37	8	GATA1
K562_GW	36	9	GATA1
K562_essential	343	1	COG2
CRISPRi_perturb_host	320	2	COG2
K562_GW	285	3	COG2
RPE1_essential	23	4	COG2
201218_RNA	125	1	FOXD3
210322_TFAtlas	41	2	FOXD3
Driver_lib	508	1	HRAS
K562_GW	264	2	HRAS
Pre_inject	123	3	HRAS
Driver_sub_lib	23	4	HRAS
exp8	442	1	EOMES
210322_TFAtlas	268	2	EOMES
PRJNA787633	210	3	EOMES
201218_RNA	186	4	EOMES
K562_GW	157	1	MRPL18
K562_essential	137	2	MRPL18
ORF_screen	88	3	MRPL18
RPE1_essential	78	4	MRPL18
K562_essential	104	1	SNRPE
K562_GW	98	2	SNRPE
Perturb-CITE-seq	40	3	SNRPE
RPE1_essential	39	4	SNRPE
K562_GW	480	1	ARID1B
PRJNA595864	469	2	ARID1B
CRISPRa	258	3	ARID1B
Mock	246	4	ARID1B
Dox	214	5	ARID1B
CRISPRi	147	6	ARID1B
sample1-18	146	7	ARID1B
K562_GW	77	1	LCOR
210322_TFAtlas	32	2	LCOR
K562_GW	240	1	PURB
210322_TFAtlas	147	2	PURB
PRJNA551220	1171	1	RUNX1T1
CRISPRa	255	2	RUNX1T1
210322_TFAtlas	218	3	RUNX1T1
201218_RNA	92	4	RUNX1T1
K562_essential	247	1	SNRPG
K562_GW	97	2	SNRPG
Perturb-CITE-seq	61	3	SNRPG
RPE1_essential	55	4	SNRPG
UPR_Perturb_seq	320	1	SRP72
exp1-5	255	2	SRP72
K562_GW	231	3	SRP72
K562_essential	144	4	SRP72
RPE1_essential	133	5	SRP72
210322_TFAtlas	303	1	ZNF280D
K562_GW	209	2	ZNF280D
210322_TFAtlas	590	1	ETV4
K562_GW	78	2	ETV4
exp6	8522	1	FDPS
exp10	1728	2	FDPS
exp9	1213	3	FDPS
RPE1_essential	54	4	FDPS
UPR_Perturb_seq	448	1	HYOU1
CRISPRi	175	2	HYOU1
K562_GW	71	3	HYOU1
RPE1_essential	60	4	HYOU1
K562_essential	33	5	HYOU1
210322_TFAtlas	255	1	ACTL6A
201218_RNA	222	2	ACTL6A
K562_GW	57	3	ACTL6A
K562_essential	50	4	ACTL6A
Perturb-CITE-seq	521	1	ARMC6
K562_GW	132	2	ARMC6
RPE1_essential	91	3	ARMC6
K562_essential	72	4	ARMC6
exp6	506	1	ATR
exp7	484	2	ATR
RPE1_essential	114	3	ATR
K562_essential	103	4	ATR
K562_GW	68	5	ATR
210322_TFAtlas	321	1	NMI
K562_GW	251	2	NMI
210322_TFAtlas	1031	1	CAMTA1
K562_GW	173	2	CAMTA1
PRJNA551220	2488	1	SET
exp8	546	2	SET
Perturb-CITE-seq	271	3	SET
K562_GW	54	4	SET
RPE1_essential	42	5	SET
210322_TFAtlas	98	1	TEAD3
RPE1_essential	90	2	TEAD3
K562_GW	377	1	YWHAZ
210322_TFAtlas	343	2	YWHAZ
THP-1	178	1	SUPT16H
K562_essential	73	2	SUPT16H
K562_GW	71	3	SUPT16H
RPE1_essential	27	4	SUPT16H
K562_GW	187	1	ZNF595
210322_TFAtlas	62	2	ZNF595
K562_GW	362	1	ZNF282
210322_TFAtlas	184	2	ZNF282
sciPlex3_MCF7_10μM	468	1	Amisulpride
sciPlex3_MCF7_0.01μM	456	2	Amisulpride
sciPlex3_MCF7_0.1μM	352	3	Amisulpride
sciPlex3_MCF7_1μM	317	4	Amisulpride
sciPlex3_K562_0.01μM	300	5	Amisulpride
sciPlex3_K562_10μM	293	6	Amisulpride
sciPlex3_K562_0.1μM	267	7	Amisulpride
sciPlex3_K562_1μM	263	8	Amisulpride
sciPlex3_A549_0.01μM	243	9	Amisulpride
sciPlex3_A549_10μM	229	10	Amisulpride
sciPlex3_A549_1μM	142	11	Amisulpride
sciPlex3_A549_0.1μM	45	12	Amisulpride
210322_TFAtlas	1026	1	ZNF680
K562_GW	259	2	ZNF680
exp7	1378	1	HNRNPA1
Perturb-CITE-seq	246	2	HNRNPA1
K562_GW	147	3	HNRNPA1
RPE1_essential	121	4	HNRNPA1
